,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AL,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,AT,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BA,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BE,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,BG,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CH,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CY,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,CZ,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DE,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,DK,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,EE,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,ES,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FI,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,FR,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GB,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,GR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HR,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,HU,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,IT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LT,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LU,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,LV,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,ME,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MK,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,MT,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NL,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PL,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,PT,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RO,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,RS,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SE,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK,SK
,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products,Alumina production,Aluminium - primary production,Aluminium - secondary production,Ammonia,Basic chemicals (without ammonia),Cement,Ceramics & other NMM,Electric arc,"Food, beverages and tobacco",Glass production,Integrated steelworks,Machinery Equipment,Other Industrial Sectors,Other chemicals,Other non-ferrous metals,Paper production,Pharmaceutical products etc.,Printing and media reproduction,Pulp production,Textiles and leather,Transport Equipment,Wood and wood products
TWh/a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
